pickup_lat_grid,pickup_lon_grid,pct_morning_cell,pct_afternoon_cell,pct_evening_cell,pct_late_night_cell,pct_weekend_cell,pct_weekday_cell,pct_short_cell,pct_medium_cell,pct_long_cell,total_trips,pct_morning_city,pct_afternoon_city,pct_evening_city,pct_late_night_city,pct_weekend_city,pct_weekday_city,pct_short_city,pct_medium_city,pct_long_city,late_night_dev,weekend_dev,short_dev,night_life_score,night_rank
41.856,-87.66,22.12,18.98,19.46,39.43,39.73,60.27,15.8,68.7,15.5,156023,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,12.870000000000001,7.8699999999999974,-10.36,3.4599999999999995,105
41.946,-87.647,11.71,27.58,31.21,29.5,41.22,58.78,23.89,65.37,10.74,55604,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,2.9400000000000013,9.36,-2.2699999999999996,3.3433333333333337,106
41.893,-87.66,24.59,21.68,30.24,23.49,34.79,65.21,36.23,55.35,8.42,114630,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-3.0700000000000003,2.9299999999999997,10.069999999999997,3.3099999999999987,107
41.871,-87.622,30.82,24.49,25.53,19.16,33.17,66.83,41.81,38.6,19.59,644256,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.3999999999999986,1.3100000000000023,15.650000000000002,3.1866666666666688,108
41.891,-87.619,25.53,26.18,28.06,20.23,33.6,66.4,40.17,39.52,20.31,1131190,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-6.3299999999999983,1.740000000000002,14.010000000000002,3.1400000000000019,109
41.967,-87.671,17.38,22.73,35.44,24.45,38.7,61.3,30.82,57.51,11.67,38430,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-2.1099999999999994,6.8400000000000034,4.66,3.1300000000000012,110
41.929,-87.636,21.14,22.82,31.09,24.95,42.33,57.67,26.66,63.49,9.85,164288,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-1.6099999999999994,10.469999999999999,0.5,3.1199999999999997,111
41.916,-87.692,16.87,18.1,34.17,30.86,42.86,57.14,20.05,70.09,9.86,70751,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.3000000000000007,11.0,-6.1099999999999994,3.0633333333333339,112
41.9,-87.68,20.37,18.28,29.1,32.25,42.36,57.64,19.15,71.84,9.01,92456,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.6900000000000013,10.5,-7.0100000000000016,3.06,113
41.791,-87.594,9.02,24.91,41.64,24.42,20.39,79.61,48.89,19.96,31.15,84917,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-2.139999999999997,-11.469999999999999,22.73,3.0400000000000014,114
41.953,-87.653,25.03,21.9,27.95,25.12,40.09,59.91,28.41,60.02,11.57,105977,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-1.4399999999999977,8.230000000000004,2.25,3.0133333333333354,115
41.944,-87.656,25.53,20.19,13.25,41.03,30.34,69.66,22.15,52.04,25.8,1108977,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,14.470000000000002,-1.5199999999999996,-4.0100000000000016,2.9800000000000004,116
41.934,-87.712,19.81,20.07,27.63,32.49,43.27,56.73,17.73,70.76,11.52,51605,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.9300000000000033,11.410000000000004,-8.43,2.9700000000000024,117
41.899,-87.626,21.76,28.01,30.39,19.85,32.67,67.33,40.97,43.45,15.57,685778,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-6.7099999999999973,0.81000000000000227,14.809999999999999,2.9700000000000011,118
41.855,-87.655,24.09,15.94,26.42,33.55,43.41,56.59,16.46,70.23,13.31,23499,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,6.9899999999999984,11.549999999999997,-9.7,2.9466666666666654,119
41.794,-87.592,25.61,25.06,17.84,31.49,27.38,72.62,34.53,37.89,27.58,433307,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.93,-4.48,8.370000000000001,2.94,120
41.996,-87.794,23.89,21.15,23.59,31.37,41.67,58.33,19.79,50.89,29.32,21804,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.8100000000000023,9.8100000000000023,-6.370000000000001,2.7500000000000013,121
41.921,-87.685,18.68,16.61,34.29,30.41,41.68,58.32,20.73,69.73,9.54,60346,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,3.8500000000000014,9.82,-5.43,2.7466666666666675,122
41.9,-87.675,22.29,20.48,27.17,30.06,43.78,56.22,18.98,71.9,9.12,145390,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,3.5,11.920000000000002,-7.18,2.7466666666666675,122
41.972,-87.671,18.69,23.45,29.52,28.34,39.65,60.35,24.79,59.89,15.32,97424,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.7800000000000011,7.7899999999999991,-1.370000000000001,2.7333333333333329,124
41.857,-87.652,25.91,17.82,24.18,32.08,42.23,57.77,18.2,67.35,14.45,14920,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.52,10.369999999999997,-7.9600000000000009,2.6433333333333322,125
41.913,-87.641,19.23,19.47,41.81,19.5,42.54,57.46,30.46,60.87,8.67,20302,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.0599999999999987,10.68,4.3000000000000007,2.6400000000000006,126
41.936,-87.704,23.48,18.82,27.04,30.66,42.58,57.42,19.02,71.88,9.1,52502,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.1000000000000014,10.719999999999999,-7.1400000000000006,2.56,127
41.899,-87.689,20.43,17.75,29.13,32.7,40.71,59.29,18.78,72.22,9.0,63381,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,6.1400000000000041,8.8500000000000014,-7.379999999999999,2.5366666666666688,128
41.926,-87.712,14.77,23.22,30.96,31.05,43.85,56.15,17.11,73.47,9.42,14734,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.490000000000002,11.990000000000002,-9.05,2.4766666666666679,129
41.9,-87.665,23.8,21.32,26.67,28.21,40.85,59.15,22.91,67.56,9.53,148653,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.6500000000000021,8.990000000000002,-3.25,2.4633333333333347,130
41.912,-87.69,18.12,18.24,39.35,24.29,46.04,53.96,21.44,69.59,8.97,21891,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-2.2699999999999996,14.18,-4.7199999999999989,2.3966666666666669,131
41.967,-87.684,12.35,25.4,33.81,28.44,40.14,59.86,22.85,64.56,12.58,64031,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.8800000000000026,8.2800000000000011,-3.3099999999999987,2.283333333333335,132
41.945,-87.686,16.29,17.56,39.13,27.02,43.21,56.79,21.01,70.15,8.84,9019,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,0.46000000000000085,11.350000000000001,-5.1499999999999986,2.2200000000000011,133
41.892,-87.679,18.39,21.69,33.07,26.85,40.25,59.75,23.97,67.66,8.37,52839,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,0.2900000000000027,8.39,-2.1900000000000013,2.163333333333334,134
41.892,-87.67,19.18,21.95,30.67,28.19,36.69,63.31,25.82,65.1,9.09,75633,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.6300000000000026,4.8299999999999983,-0.33999999999999986,2.0400000000000005,135
41.931,-87.642,21.04,25.3,31.11,22.56,40.02,59.98,28.03,61.07,10.9,134562,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-4.0,8.1600000000000037,1.870000000000001,2.0100000000000016,136
41.965,-87.663,25.59,23.21,25.26,25.94,37.4,62.6,27.27,56.72,16.01,131941,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.61999999999999744,5.5399999999999991,1.1099999999999994,2.0100000000000002,137
41.922,-87.664,13.21,25.86,32.39,28.53,35.63,64.37,26.3,64.94,8.75,219951,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.9700000000000024,3.7700000000000031,0.14000000000000057,1.960000000000002,138
41.935,-87.693,16.9,22.84,27.98,32.28,38.88,61.12,18.64,71.39,9.97,58532,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.7200000000000024,7.0200000000000031,-7.52,1.740000000000002,139
41.879,-87.657,27.81,24.56,28.72,18.92,32.53,67.47,38.23,48.29,13.47,527153,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.639999999999997,0.67000000000000171,12.069999999999997,1.7000000000000004,140
41.937,-87.71,16.98,19.28,31.46,32.28,41.83,58.17,15.5,73.61,10.89,31398,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.7200000000000024,9.9699999999999989,-10.66,1.676666666666667,141
41.879,-87.672,15.71,21.2,21.93,41.16,28.67,71.33,19.77,64.19,16.04,244832,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,14.599999999999998,-3.1899999999999977,-6.3900000000000006,1.6733333333333331,142
41.881,-87.633,20.48,30.53,30.81,18.18,22.34,77.66,49.07,32.46,18.47,2465932,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-8.379999999999999,-9.52,22.91,1.6700000000000006,143
41.922,-87.634,17.29,28.93,30.52,23.27,39.52,60.48,26.75,64.46,8.79,274488,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-3.2899999999999991,7.6600000000000037,0.58999999999999986,1.6533333333333349,144
41.963,-87.67,19.58,21.95,35.06,23.41,38.21,61.79,27.88,59.19,12.93,46286,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-3.1499999999999986,6.3500000000000014,1.7199999999999989,1.6400000000000006,145
41.908,-87.627,30.21,23.98,28.94,16.87,34.49,65.51,37.98,49.05,12.98,241830,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-9.6899999999999977,2.6300000000000026,11.819999999999997,1.5866666666666671,146
41.899,-87.684,20.11,22.36,27.08,30.45,38.88,61.12,19.92,71.32,8.76,89860,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,3.8900000000000006,7.0200000000000031,-6.2399999999999984,1.5566666666666684,147
41.834,-87.633,5.05,19.95,28.83,46.17,35.75,64.25,7.04,70.4,22.56,36226,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,19.610000000000003,3.8900000000000006,-19.12,1.4600000000000009,148
41.907,-87.641,27.68,25.27,28.8,18.24,35.86,64.14,34.55,52.14,13.31,106798,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-8.32,4.0,8.389999999999997,1.3566666666666656,149
41.937,-87.722,24.68,19.23,24.74,31.35,41.81,58.19,15.22,71.65,13.12,37960,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.7900000000000027,9.9500000000000028,-10.94,1.2666666666666686,150
41.886,-87.672,15.22,23.02,30.2,31.57,31.9,68.1,24.85,62.89,12.25,42215,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.0100000000000016,0.039999999999999147,-1.3099999999999987,1.2466666666666673,151
41.923,-87.649,25.32,21.15,14.23,39.3,30.12,69.88,18.87,51.45,29.68,579455,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,12.739999999999998,-1.7399999999999984,-7.2899999999999991,1.236666666666667,152
41.994,-87.673,28.17,23.4,24.62,23.81,37.79,62.21,26.61,50.46,22.93,25097,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-2.75,5.93,0.44999999999999929,1.2099999999999997,153
41.856,-87.665,19.99,22.47,29.01,28.53,41.48,58.52,18.15,66.75,15.09,13700,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.9700000000000024,9.6199999999999974,-8.0100000000000016,1.1933333333333327,154
41.921,-87.715,23.82,22.11,27.39,26.67,43.42,56.58,18.04,71.89,10.07,18070,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,0.11000000000000298,11.560000000000002,-8.120000000000001,1.1833333333333347,155
41.958,-87.667,20.03,26.16,33.17,20.64,40.19,59.81,26.99,60.39,12.62,38584,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-5.9199999999999982,8.3299999999999983,0.82999999999999829,1.0799999999999994,156
41.851,-87.635,13.06,28.97,31.5,26.46,41.02,58.98,20.3,66.59,13.1,283600,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.099999999999997868,9.1600000000000037,-5.8599999999999994,1.0666666666666689,157
41.801,-87.585,23.11,26.8,33.19,16.89,28.89,71.11,41.95,40.19,17.87,107134,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-9.6699999999999982,-2.9699999999999989,15.790000000000003,1.0500000000000018,158
41.929,-87.712,18.38,22.12,30.08,29.42,39.59,60.41,18.18,71.78,10.04,117109,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,2.860000000000003,7.730000000000004,-7.98,0.87000000000000222,159
41.869,-87.664,28.27,21.92,26.7,23.11,36.18,63.82,27.79,57.39,14.82,61480,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-3.4499999999999993,4.32,1.629999999999999,0.83333333333333337,160
41.909,-87.631,28.04,26.06,32.43,13.47,34.84,65.16,38.36,51.37,10.27,106632,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-13.089999999999998,2.980000000000004,12.2,0.69666666666666843,161
41.898,-87.621,26.96,28.01,28.22,16.81,34.1,65.9,35.72,45.17,19.12,528911,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-9.75,2.240000000000002,9.5599999999999987,0.68333333333333357,162
41.9,-87.67,21.63,21.02,30.9,26.45,38.6,61.4,21.53,69.1,9.37,159561,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.10999999999999943,6.740000000000002,-4.629999999999999,0.66666666666666785,163
41.958,-87.653,25.76,26.36,25.77,22.11,35.82,64.18,28.65,59.46,11.89,213545,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-4.4499999999999993,3.9600000000000009,2.4899999999999984,0.66666666666666663,164
41.958,-87.684,17.54,22.89,31.83,27.75,36.95,63.05,21.79,64.7,13.51,82250,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.1900000000000013,5.0900000000000034,-4.370000000000001,0.63666666666666794,165
41.923,-87.699,26.6,22.71,16.02,34.66,30.24,69.76,21.41,59.98,18.61,855739,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,8.0999999999999979,-1.620000000000001,-4.75,0.57666666666666566,166
41.938,-87.639,23.82,23.49,30.57,22.12,39.26,60.74,24.9,63.52,11.58,217504,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-4.4399999999999977,7.3999999999999986,-1.2600000000000016,0.56666666666666643,167
41.943,-87.718,19.88,24.03,26.32,29.78,38.01,61.99,18.48,68.85,12.68,123099,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,3.2200000000000024,6.1499999999999986,-7.68,0.5633333333333338,168
41.943,-87.643,23.64,23.11,31.19,22.07,39.04,60.96,24.95,63.19,11.86,111224,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-4.4899999999999984,7.18,-1.2100000000000009,0.49333333333333346,169
41.847,-87.664,17.04,29.39,25.59,27.99,39.19,60.81,18.84,65.31,15.85,88150,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.4299999999999997,7.3299999999999983,-7.32,0.47999999999999926,170
41.983,-87.682,20.43,24.57,31.49,23.51,38.86,61.14,23.38,56.32,20.3,45036,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-3.0499999999999972,7.0,-2.7800000000000011,0.39000000000000057,171
42.01,-87.67,30.87,22.65,15.67,30.81,28.97,71.03,25.91,49.39,24.7,470818,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.25,-2.8900000000000006,-0.25,0.36999999999999983,172
42.008,-87.814,25.11,24.11,19.09,31.69,34.5,65.5,19.48,57.31,23.2,65544,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.1300000000000026,2.6400000000000006,-6.68,0.36333333333333445,173
41.872,-87.654,24.99,26.98,29.57,18.46,32.94,67.06,34.18,53.54,12.28,99088,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-8.0999999999999979,1.0799999999999983,8.02,0.33333333333333331,174
41.979,-87.797,24.93,23.95,19.68,31.44,39.68,60.32,14.45,58.72,26.83,11183,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.8800000000000026,7.82,-11.71,0.33000000000000068,175
41.973,-87.657,22.21,25.79,25.46,26.54,36.26,63.74,22.69,59.1,18.21,119636,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.019999999999999574,4.3999999999999986,-3.4699999999999989,0.3033333333333334,176
41.783,-87.594,17.88,23.35,41.11,17.66,26.32,73.68,41.47,27.95,30.57,61773,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-8.8999999999999986,-5.5399999999999991,15.309999999999999,0.29000000000000031,177
41.966,-87.656,30.04,22.02,13.79,34.15,28.31,71.69,22.76,53.21,24.03,430256,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,7.59,-3.5500000000000007,-3.3999999999999986,0.21333333333333351,178
41.85,-87.668,25.33,21.92,16.85,35.91,32.54,67.46,16.76,58.94,24.29,401617,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,9.3499999999999979,0.67999999999999972,-9.3999999999999986,0.20999999999999966,179
41.87,-87.659,28.64,24.83,27.84,18.7,36.06,63.94,30.03,56.58,13.39,23431,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.8599999999999994,4.2000000000000028,3.870000000000001,0.070000000000001464,180
41.907,-87.681,21.2,16.88,37.83,24.1,43.09,56.91,17.47,73.85,8.67,29439,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-2.4599999999999973,11.230000000000004,-8.6900000000000013,0.026666666666668466,181
41.901,-87.676,25.3,22.05,15.71,36.95,29.88,70.12,17.78,59.13,23.08,971073,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,10.390000000000004,-1.9800000000000004,-8.379999999999999,0.010000000000001563,182
41.802,-87.594,36.62,14.22,33.59,15.57,30.38,69.62,38.61,34.51,26.88,13224,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-10.989999999999998,-1.4800000000000004,12.45,-0.0066666666666665248,183
41.936,-87.676,19.97,20.77,41.15,18.11,41.61,58.39,24.37,63.45,12.17,23735,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-8.45,9.75,-1.7899999999999991,-0.1633333333333328,184
41.695,-87.713,23.35,26.61,18.81,31.24,35.23,64.77,17.6,50.66,31.74,84739,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.68,3.3699999999999974,-8.5599999999999987,-0.17000000000000051,185
41.842,-87.634,24.05,22.67,21.03,32.25,31.66,68.34,20.14,49.32,30.54,142102,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.6900000000000013,-0.19999999999999929,-6.02,-0.17666666666666586,186
41.9,-87.633,19.37,19.21,16.56,44.87,32.01,67.99,7.1,46.01,46.9,1259877,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,18.31,0.14999999999999858,-19.060000000000002,-0.20000000000000165,187
41.929,-87.685,15.65,26.99,31.0,26.35,34.25,65.75,23.32,68.36,8.32,155855,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.2099999999999973,2.3900000000000006,-2.84,-0.21999999999999886,188
41.99,-87.783,26.66,20.58,22.47,30.28,39.44,60.56,14.2,57.96,27.84,14880,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,3.7200000000000024,7.5799999999999983,-11.96,-0.22000000000000006,189
41.797,-87.582,32.54,22.58,29.78,15.1,30.54,69.46,38.22,31.81,29.97,69850,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-11.459999999999999,-1.3200000000000003,12.059999999999999,-0.24000000000000021,190
41.98,-87.694,33.63,23.22,18.87,24.28,37.93,62.07,21.46,56.06,22.49,57866,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-2.2799999999999976,6.07,-4.6999999999999993,-0.30333333333333218,191
41.929,-87.674,17.52,28.57,34.42,19.5,38.38,61.62,25.7,64.79,9.51,104162,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.0599999999999987,6.5200000000000031,-0.46000000000000085,-0.33333333333333215,192
41.919,-87.671,17.94,24.91,37.85,19.29,36.21,63.79,28.05,64.57,7.38,168285,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.27,4.3500000000000014,1.8900000000000006,-0.34333333333333255,193
41.879,-87.643,27.09,30.84,26.74,15.32,27.31,72.69,40.8,43.0,16.2,904597,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-11.239999999999998,-4.5500000000000007,14.639999999999997,-0.383333333333334,194
41.996,-87.656,24.03,29.29,25.98,20.7,37.8,62.2,24.52,48.22,27.26,20550,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-5.8599999999999994,5.9399999999999977,-1.6400000000000006,-0.52000000000000079,195
41.987,-87.672,22.17,25.45,32.23,20.14,38.91,61.09,23.81,54.86,21.33,36586,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-6.4199999999999982,7.0499999999999972,-2.3500000000000014,-0.57333333333333414,196
41.939,-87.711,27.57,22.88,16.2,33.36,29.05,70.95,20.36,62.21,17.43,352273,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,6.8000000000000007,-2.8099999999999987,-5.8000000000000007,-0.60333333333333294,197
41.943,-87.731,26.87,22.05,23.08,27.99,38.99,61.01,15.56,65.77,18.67,30329,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.4299999999999997,7.1300000000000026,-10.6,-0.67999999999999916,198
41.935,-87.771,32.08,24.96,13.93,29.03,37.9,62.1,15.59,50.92,33.49,19136,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,2.4700000000000024,6.0399999999999991,-10.57,-0.6866666666666662,199
41.809,-87.632,25.45,26.3,19.73,28.51,29.3,70.7,24.04,56.65,19.31,63431,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.9500000000000028,-2.5599999999999987,-2.120000000000001,-0.90999999999999892,200
41.907,-87.665,26.11,20.7,32.07,21.12,37.99,62.01,22.68,67.76,9.56,130890,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-5.4399999999999977,6.1300000000000026,-3.4800000000000004,-0.92999999999999849,201
42.0,-87.663,21.3,28.17,27.67,22.86,36.07,63.93,22.79,45.05,32.16,53616,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-3.6999999999999993,4.2100000000000009,-3.370000000000001,-0.95333333333333314,202
41.783,-87.604,17.87,23.69,43.0,15.43,27.75,72.25,38.45,33.6,27.94,32964,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-11.129999999999999,-4.1099999999999994,12.290000000000003,-0.983333333333332,203
41.935,-87.64,25.56,25.48,29.92,19.04,36.79,63.21,25.55,63.84,10.61,151765,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.52,4.93,-0.60999999999999943,-1.0666666666666664,204
41.987,-87.663,30.17,24.25,16.77,28.8,29.13,70.87,23.09,51.06,25.86,521589,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,2.240000000000002,-2.7300000000000004,-3.0700000000000003,-1.1866666666666663,205
41.994,-87.679,25.54,33.89,20.63,19.95,26.54,73.46,34.39,42.23,23.38,33072,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-6.6099999999999994,-5.32,8.23,-1.2333333333333332,206
42.016,-87.673,24.24,35.85,27.94,11.97,28.45,71.55,40.4,40.37,19.22,49184,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-14.589999999999998,-3.41,14.239999999999998,-1.2533333333333339,207
41.779,-87.595,29.53,24.78,17.75,27.94,29.38,70.62,23.01,47.27,29.72,360279,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.3800000000000026,-2.4800000000000004,-3.1499999999999986,-1.4166666666666654,208
41.86,-87.717,29.05,24.91,18.14,27.91,28.63,71.37,23.76,53.73,22.51,491202,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.3500000000000014,-3.2300000000000004,-2.3999999999999986,-1.4266666666666659,209
41.953,-87.646,26.4,25.65,29.82,18.14,37.65,62.35,24.49,63.81,11.7,145669,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-8.4199999999999982,5.7899999999999991,-1.6700000000000017,-1.4333333333333336,210
42.002,-87.695,32.73,24.89,17.36,25.01,28.56,71.44,26.64,51.11,22.26,496497,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-1.5499999999999972,-3.3000000000000007,0.48000000000000043,-1.4566666666666659,211
41.842,-87.656,34.82,18.29,22.04,24.85,37.86,62.14,17.44,67.16,15.4,8343,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-1.7099999999999973,6.0,-8.7199999999999989,-1.4766666666666655,212
41.943,-87.701,18.04,26.01,29.28,26.67,35.44,64.56,17.48,71.92,10.6,81221,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,0.11000000000000298,3.5799999999999983,-8.68,-1.6633333333333329,213
41.763,-87.616,27.34,23.96,18.08,30.61,29.32,70.68,19.61,52.85,27.54,436859,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.0500000000000007,-2.5399999999999991,-6.5500000000000007,-1.6799999999999997,214
41.968,-87.722,30.93,24.02,17.11,27.94,29.94,70.06,21.6,56.41,22.0,363808,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.3800000000000026,-1.9199999999999982,-4.5599999999999987,-1.6999999999999982,215
41.948,-87.684,28.04,24.96,17.85,29.15,29.47,70.53,20.8,59.67,19.53,371255,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,2.59,-2.3900000000000006,-5.3599999999999994,-1.72,216
41.967,-87.711,27.5,23.74,24.21,24.55,36.09,63.91,18.75,61.09,20.16,18363,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-2.009999999999998,4.230000000000004,-7.41,-1.729999999999998,217
41.809,-87.596,29.83,24.99,18.68,26.5,29.17,70.83,23.59,46.44,29.97,212784,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.059999999999998721,-2.6899999999999977,-2.5700000000000003,-1.7733333333333323,218
41.744,-87.586,28.14,23.87,18.53,29.45,29.44,70.56,20.25,50.26,29.49,81914,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,2.8900000000000006,-2.4199999999999982,-5.91,-1.8133333333333326,219
