pickup_lat_grid,pickup_lon_grid,pct_morning_cell,pct_afternoon_cell,pct_evening_cell,pct_late_night_cell,pct_weekend_cell,pct_weekday_cell,pct_short_cell,pct_medium_cell,pct_long_cell,total_trips,pct_morning_city,pct_afternoon_city,pct_evening_city,pct_late_night_city,pct_weekend_city,pct_weekday_city,pct_short_city,pct_medium_city,pct_long_city,late_night_dev,weekend_dev,short_dev,night_life_score,night_rank,signature,cluster_lat,cluster_lon,cluster_lat_500m,cluster_lon_500m,cluster_lat_400m,cluster_lon_400m
41.916,-87.7,15.62,13.65,38.27,32.46,43.78,56.22,22.36,69.36,8.28,13769,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.900000000000001,11.920000000000002,-3.8000000000000007,4.673333333333336,84,Mixed/Other,41.92,-87.7,41.915,-87.7,41.916000000000004,-87.7
41.934,-87.722,22.34,19.07,23.28,35.31,46.5,53.5,16.75,71.13,12.12,34664,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,8.750000000000004,14.64,-9.41,4.660000000000001,85,Mixed/Other,41.93,-87.72,41.935,-87.72,41.936,-87.72
41.912,-87.684,15.94,18.36,31.16,34.54,43.08,56.92,20.52,69.27,10.2,116530,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,7.98,11.22,-5.640000000000001,4.52,86,Mixed/Other,41.91,-87.68,41.910000000000004,-87.685,41.912,-87.684
41.892,-87.613,19.66,28.84,31.37,20.13,37.63,62.37,40.27,46.26,13.48,491860,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-6.43,5.770000000000003,14.110000000000005,4.483333333333335,87,Mixed/Other,41.89,-87.61,41.89,-87.615,41.892,-87.612
41.908,-87.671,13.36,22.33,31.06,33.25,43.66,56.34,20.93,70.59,8.48,192180,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,6.69,11.799999999999995,-5.23,4.419999999999999,88,Mixed/Other,41.91,-87.67,41.910000000000004,-87.67,41.908,-87.672
41.871,-87.631,29.0,23.65,26.2,21.16,34.47,65.53,42.12,44.75,13.13,480680,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-5.3999999999999995,2.6099999999999994,15.959999999999996,4.39,89,Mixed/Other,41.87,-87.63,41.87,-87.63,41.872,-87.632
41.905,-87.65,17.52,25.51,29.1,27.88,33.36,66.64,36.03,54.08,9.89,466961,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.3200000000000005,1.5,9.87,4.23,90,Mixed/Other,41.9,-87.65,41.905,-87.65,41.904,-87.648
41.92,-87.68,18.11,18.58,30.49,32.82,41.15,58.85,23.29,67.73,8.98,99405,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,6.260000000000002,9.29,-2.870000000000001,4.226666666666667,91,Mixed/Other,41.92,-87.68,41.92,-87.68,41.92,-87.68
41.942,-87.666,11.13,22.36,42.74,23.77,41.26,58.74,32.18,59.84,7.99,43922,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-2.789999999999999,9.399999999999999,6.02,4.21,92,Mixed/Other,41.94,-87.67,41.94,-87.665,41.944,-87.664
41.905,-87.702,15.89,23.77,24.74,35.6,41.2,58.8,20.21,70.37,9.41,33353,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,9.040000000000001,9.340000000000003,-5.949999999999999,4.143333333333335,93,Mixed/Other,41.9,-87.7,41.905,-87.7,41.904,-87.70400000000001
41.892,-87.665,22.45,19.87,29.48,28.2,38.98,61.02,29.57,61.61,8.82,108430,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.6400000000000006,7.1199999999999966,3.41,4.056666666666666,94,Leans Commuter Zone,41.89,-87.66,41.89,-87.665,41.892,-87.664
41.798,-87.59,18.89,22.96,38.85,19.3,30.56,69.44,46.79,34.21,19.0,193413,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.259999999999998,-1.3000000000000007,20.63,4.0233333333333325,95,Mixed/Other,41.8,-87.59,41.800000000000004,-87.59,41.800000000000004,-87.592
41.885,-87.621,24.15,28.2,28.27,19.38,30.82,69.18,46.16,32.67,21.17,1897422,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.18,-1.0399999999999991,20.0,3.9266666666666654,96,Mixed/Other,41.88,-87.62,41.885,-87.62,41.884,-87.62
41.98,-87.664,15.95,24.45,29.43,30.17,40.01,59.99,26.04,55.99,17.97,108865,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,3.610000000000003,8.149999999999999,-0.120000000000001,3.88,97,Mixed/Other,41.98,-87.66,41.980000000000004,-87.665,41.980000000000004,-87.664
41.951,-87.676,14.78,24.26,31.67,29.29,40.89,59.11,26.03,64.44,9.53,68027,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,2.7300000000000004,9.03,-0.129999999999999,3.8766666666666674,98,Mixed/Other,41.95,-87.68,41.95,-87.675,41.952,-87.676
41.912,-87.67,18.94,16.5,35.31,29.24,45.38,54.62,21.49,69.81,8.7,23860,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,2.68,13.520000000000003,-4.670000000000002,3.8433333333333337,99,Mixed/Other,41.91,-87.67,41.910000000000004,-87.67,41.912,-87.672
41.958,-87.66,19.47,24.14,25.17,31.21,35.82,64.18,28.74,56.75,14.51,203168,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.650000000000001,3.960000000000001,2.5799999999999983,3.73,100,Leans Commuter Zone,41.96,-87.66,41.96,-87.66,41.96,-87.66
41.941,-87.671,11.54,24.45,38.62,25.39,39.44,60.56,30.8,61.72,7.48,55297,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-1.1699999999999982,7.579999999999998,4.640000000000001,3.6833333333333336,101,Leans Commuter Zone,41.94,-87.67,41.94,-87.67,41.94,-87.672
41.922,-87.656,15.75,23.9,32.71,27.65,35.58,64.42,32.11,57.91,9.98,124763,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.09,3.7199999999999993,5.949999999999999,3.586666666666666,102,Mixed/Other,41.92,-87.66,41.92,-87.655,41.92,-87.656
41.921,-87.71,19.71,17.97,28.32,34.0,41.94,58.06,19.22,71.37,9.41,74952,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,7.440000000000001,10.079999999999998,-6.94,3.526666666666666,103,Mixed/Other,41.92,-87.71,41.92,-87.71000000000001,41.92,-87.708
41.973,-87.664,19.94,22.26,26.24,31.57,39.46,60.54,23.96,58.88,17.16,150943,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.010000000000002,7.600000000000001,-2.1999999999999997,3.4700000000000006,104,Leans Commuter Zone,41.97,-87.66,41.975,-87.665,41.972,-87.664
41.856,-87.66,22.12,18.98,19.46,39.43,39.73,60.27,15.8,68.7,15.5,156023,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,12.87,7.8699999999999966,-10.36,3.4599999999999995,105,Mixed/Other,41.86,-87.66,41.855000000000004,-87.66,41.856,-87.66
41.946,-87.647,11.71,27.58,31.21,29.5,41.22,58.78,23.89,65.37,10.74,55604,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,2.9400000000000013,9.36,-2.27,3.3433333333333337,106,Mixed/Other,41.95,-87.65,41.945,-87.645,41.944,-87.648
41.893,-87.66,24.59,21.68,30.24,23.49,34.79,65.21,36.23,55.35,8.42,114630,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-3.0700000000000003,2.93,10.069999999999997,3.3099999999999987,107,Mixed/Other,41.89,-87.66,41.895,-87.66,41.892,-87.66
41.871,-87.622,30.82,24.49,25.53,19.16,33.17,66.83,41.81,38.6,19.59,644256,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.399999999999999,1.3100000000000025,15.650000000000002,3.1866666666666688,108,Mixed/Other,41.87,-87.62,41.87,-87.62,41.872,-87.624
41.891,-87.619,25.53,26.18,28.06,20.23,33.6,66.4,40.17,39.52,20.31,1131190,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-6.329999999999998,1.740000000000002,14.010000000000002,3.1400000000000015,109,Mixed/Other,41.89,-87.62,41.89,-87.62,41.892,-87.62
41.967,-87.671,17.38,22.73,35.44,24.45,38.7,61.3,30.82,57.51,11.67,38430,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-2.1099999999999994,6.840000000000003,4.66,3.130000000000001,110,Leans Commuter Zone,41.97,-87.67,41.965,-87.67,41.968,-87.672
41.929,-87.636,21.14,22.82,31.09,24.95,42.33,57.67,26.66,63.49,9.85,164288,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-1.6099999999999994,10.47,0.5,3.12,111,Mixed/Other,41.93,-87.64,41.93,-87.635,41.928000000000004,-87.636
41.916,-87.692,16.87,18.1,34.17,30.86,42.86,57.14,20.05,70.09,9.86,70751,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.300000000000001,11.0,-6.11,3.0633333333333335,112,Mixed/Other,41.92,-87.69,41.915,-87.69,41.916000000000004,-87.69200000000001
41.9,-87.68,20.37,18.28,29.1,32.25,42.36,57.64,19.15,71.84,9.01,92456,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.69,10.5,-7.010000000000002,3.06,113,Mixed/Other,41.9,-87.68,41.9,-87.68,41.9,-87.68
41.791,-87.594,9.02,24.91,41.64,24.42,20.39,79.61,48.89,19.96,31.15,84917,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-2.139999999999997,-11.47,22.73,3.0400000000000014,114,Mixed/Other,41.79,-87.59,41.79,-87.595,41.792,-87.592
41.953,-87.653,25.03,21.9,27.95,25.12,40.09,59.91,28.41,60.02,11.57,105977,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-1.4399999999999975,8.230000000000004,2.25,3.0133333333333354,115,Mixed/Other,41.95,-87.65,41.955,-87.655,41.952,-87.652
41.944,-87.656,25.53,20.19,13.25,41.03,30.34,69.66,22.15,52.04,25.8,1108977,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,14.470000000000002,-1.5199999999999996,-4.010000000000002,2.9800000000000004,116,Mixed/Other,41.94,-87.66,41.945,-87.655,41.944,-87.656
41.934,-87.712,19.81,20.07,27.63,32.49,43.27,56.73,17.73,70.76,11.52,51605,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.930000000000003,11.410000000000004,-8.43,2.9700000000000024,117,Mixed/Other,41.93,-87.71,41.935,-87.71000000000001,41.936,-87.712
41.899,-87.626,21.76,28.01,30.39,19.85,32.67,67.33,40.97,43.45,15.57,685778,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-6.709999999999996,0.8100000000000022,14.81,2.9700000000000006,118,Mixed/Other,41.9,-87.63,41.9,-87.625,41.9,-87.624
41.855,-87.655,24.09,15.94,26.42,33.55,43.41,56.59,16.46,70.23,13.31,23499,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,6.989999999999998,11.549999999999995,-9.7,2.946666666666665,119,Mixed/Other,41.86,-87.66,41.855000000000004,-87.655,41.856,-87.656
41.794,-87.592,25.61,25.06,17.84,31.49,27.38,72.62,34.53,37.89,27.58,433307,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.93,-4.48,8.370000000000001,2.94,120,Mixed/Other,41.79,-87.59,41.795,-87.59,41.792,-87.592
41.996,-87.794,23.89,21.15,23.59,31.37,41.67,58.33,19.79,50.89,29.32,21804,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.810000000000001,9.810000000000002,-6.370000000000001,2.7500000000000013,121,Mixed/Other,42.0,-87.79,41.995,-87.795,41.996,-87.792
41.921,-87.685,18.68,16.61,34.29,30.41,41.68,58.32,20.73,69.73,9.54,60346,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,3.8500000000000014,9.82,-5.43,2.7466666666666675,122,Mixed/Other,41.92,-87.68,41.92,-87.685,41.92,-87.684
41.9,-87.675,22.29,20.48,27.17,30.06,43.78,56.22,18.98,71.9,9.12,145390,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,3.5,11.920000000000002,-7.18,2.7466666666666675,122,Mixed/Other,41.9,-87.68,41.9,-87.675,41.9,-87.676
41.972,-87.671,18.69,23.45,29.52,28.34,39.65,60.35,24.79,59.89,15.32,97424,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.7800000000000011,7.789999999999998,-1.370000000000001,2.733333333333333,124,Leans Commuter Zone,41.97,-87.67,41.97,-87.67,41.972,-87.672
41.857,-87.652,25.91,17.82,24.18,32.08,42.23,57.77,18.2,67.35,14.45,14920,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.52,10.369999999999996,-7.960000000000002,2.643333333333332,125,Mixed/Other,41.86,-87.65,41.855000000000004,-87.65,41.856,-87.652
41.913,-87.641,19.23,19.47,41.81,19.5,42.54,57.46,30.46,60.87,8.67,20302,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.06,10.68,4.300000000000001,2.640000000000001,126,Mixed/Other,41.91,-87.64,41.915,-87.64,41.912,-87.64
41.936,-87.704,23.48,18.82,27.04,30.66,42.58,57.42,19.02,71.88,9.1,52502,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.100000000000001,10.72,-7.140000000000001,2.56,127,Mixed/Other,41.94,-87.7,41.935,-87.705,41.936,-87.70400000000001
41.899,-87.689,20.43,17.75,29.13,32.7,40.71,59.29,18.78,72.22,9.0,63381,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,6.140000000000004,8.850000000000001,-7.379999999999999,2.536666666666669,128,Mixed/Other,41.9,-87.69,41.9,-87.69,41.9,-87.688
41.926,-87.712,14.77,23.22,30.96,31.05,43.85,56.15,17.11,73.47,9.42,14734,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.490000000000002,11.990000000000002,-9.05,2.476666666666668,129,Mixed/Other,41.93,-87.71,41.925000000000004,-87.71000000000001,41.928000000000004,-87.712
41.9,-87.665,23.8,21.32,26.67,28.21,40.85,59.15,22.91,67.56,9.53,148653,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.650000000000002,8.990000000000002,-3.25,2.4633333333333347,130,Mixed/Other,41.9,-87.66,41.9,-87.665,41.9,-87.664
41.912,-87.69,18.12,18.24,39.35,24.29,46.04,53.96,21.44,69.59,8.97,21891,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-2.27,14.18,-4.719999999999999,2.396666666666667,131,Mixed/Other,41.91,-87.69,41.910000000000004,-87.69,41.912,-87.688
41.967,-87.684,12.35,25.4,33.81,28.44,40.14,59.86,22.85,64.56,12.58,64031,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.8800000000000023,8.280000000000001,-3.3099999999999987,2.283333333333335,132,Mixed/Other,41.97,-87.68,41.965,-87.685,41.968,-87.684
41.945,-87.686,16.29,17.56,39.13,27.02,43.21,56.79,21.01,70.15,8.84,9019,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,0.4600000000000008,11.35,-5.1499999999999995,2.2200000000000006,133,Mixed/Other,41.94,-87.69,41.945,-87.685,41.944,-87.688
41.892,-87.679,18.39,21.69,33.07,26.85,40.25,59.75,23.97,67.66,8.37,52839,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,0.2900000000000027,8.39,-2.1900000000000013,2.163333333333334,134,Mixed/Other,41.89,-87.68,41.89,-87.68,41.892,-87.68
41.892,-87.67,19.18,21.95,30.67,28.19,36.69,63.31,25.82,65.1,9.09,75633,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.6300000000000026,4.829999999999998,-0.3399999999999998,2.0400000000000005,135,Leans Commuter Zone,41.89,-87.67,41.89,-87.67,41.892,-87.672
41.931,-87.642,21.04,25.3,31.11,22.56,40.02,59.98,28.03,61.07,10.9,134562,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-4.0,8.160000000000004,1.870000000000001,2.0100000000000016,136,Mixed/Other,41.93,-87.64,41.93,-87.64,41.932,-87.64
41.965,-87.663,25.59,23.21,25.26,25.94,37.4,62.6,27.27,56.72,16.01,131941,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.6199999999999974,5.539999999999999,1.1099999999999994,2.01,137,Leans Commuter Zone,41.96,-87.66,41.965,-87.665,41.964,-87.664
41.922,-87.664,13.21,25.86,32.39,28.53,35.63,64.37,26.3,64.94,8.75,219951,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.9700000000000024,3.770000000000003,0.1400000000000005,1.960000000000002,138,Leans Commuter Zone,41.92,-87.66,41.92,-87.665,41.92,-87.664
41.935,-87.693,16.9,22.84,27.98,32.28,38.88,61.12,18.64,71.39,9.97,58532,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.7200000000000015,7.020000000000003,-7.52,1.740000000000002,139,Leans Commuter Zone,41.94,-87.69,41.935,-87.69500000000001,41.936,-87.69200000000001
41.879,-87.657,27.81,24.56,28.72,18.92,32.53,67.47,38.23,48.29,13.47,527153,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.639999999999997,0.6700000000000017,12.069999999999997,1.7000000000000004,140,Mixed/Other,41.88,-87.66,41.88,-87.655,41.88,-87.656
41.937,-87.71,16.98,19.28,31.46,32.28,41.83,58.17,15.5,73.61,10.89,31398,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.7200000000000015,9.97,-10.66,1.676666666666667,141,Mixed/Other,41.94,-87.71,41.935,-87.71000000000001,41.936,-87.708
41.879,-87.672,15.71,21.2,21.93,41.16,28.67,71.33,19.77,64.19,16.04,244832,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,14.599999999999998,-3.1899999999999977,-6.390000000000001,1.6733333333333331,142,Mixed/Other,41.88,-87.67,41.88,-87.67,41.88,-87.672
41.881,-87.633,20.48,30.53,30.81,18.18,22.34,77.66,49.07,32.46,18.47,2465932,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-8.379999999999999,-9.52,22.91,1.6700000000000006,143,Mixed/Other,41.88,-87.63,41.88,-87.635,41.88,-87.632
41.922,-87.634,17.29,28.93,30.52,23.27,39.52,60.48,26.75,64.46,8.79,274488,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-3.289999999999999,7.660000000000003,0.5899999999999997,1.6533333333333349,144,Leans Commuter Zone,41.92,-87.63,41.92,-87.635,41.92,-87.632
41.963,-87.67,19.58,21.95,35.06,23.41,38.21,61.79,27.88,59.19,12.93,46286,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-3.1499999999999986,6.350000000000001,1.7199999999999989,1.6400000000000006,145,Leans Commuter Zone,41.96,-87.67,41.965,-87.67,41.964,-87.672
41.908,-87.627,30.21,23.98,28.94,16.87,34.49,65.51,37.98,49.05,12.98,241830,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-9.689999999999996,2.6300000000000026,11.819999999999997,1.5866666666666671,146,Mixed/Other,41.91,-87.63,41.910000000000004,-87.625,41.908,-87.628
41.899,-87.684,20.11,22.36,27.08,30.45,38.88,61.12,19.92,71.32,8.76,89860,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,3.890000000000001,7.020000000000003,-6.239999999999998,1.5566666666666684,147,Leans Commuter Zone,41.9,-87.68,41.9,-87.685,41.9,-87.684
41.834,-87.633,5.05,19.95,28.83,46.17,35.75,64.25,7.04,70.4,22.56,36226,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,19.610000000000003,3.890000000000001,-19.12,1.4600000000000009,148,Mixed/Other,41.83,-87.63,41.835,-87.635,41.832,-87.632
41.907,-87.641,27.68,25.27,28.8,18.24,35.86,64.14,34.55,52.14,13.31,106798,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-8.32,4.0,8.389999999999997,1.3566666666666656,149,Mixed/Other,41.91,-87.64,41.905,-87.64,41.908,-87.64
41.937,-87.722,24.68,19.23,24.74,31.35,41.81,58.19,15.22,71.65,13.12,37960,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.790000000000003,9.950000000000003,-10.94,1.2666666666666686,150,Mixed/Other,41.94,-87.72,41.935,-87.72,41.936,-87.72
41.886,-87.672,15.22,23.02,30.2,31.57,31.9,68.1,24.85,62.89,12.25,42215,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.010000000000002,0.0399999999999991,-1.3099999999999987,1.2466666666666673,151,Leans Commuter Zone,41.89,-87.67,41.885,-87.67,41.888,-87.672
41.923,-87.649,25.32,21.15,14.23,39.3,30.12,69.88,18.87,51.45,29.68,579455,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,12.739999999999998,-1.7399999999999984,-7.289999999999998,1.236666666666667,152,Mixed/Other,41.92,-87.65,41.925000000000004,-87.65,41.924,-87.648
41.994,-87.673,28.17,23.4,24.62,23.81,37.79,62.21,26.61,50.46,22.93,25097,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-2.75,5.93,0.4499999999999992,1.2099999999999995,153,Leans Commuter Zone,41.99,-87.67,41.995,-87.675,41.992,-87.672
41.856,-87.665,19.99,22.47,29.01,28.53,41.48,58.52,18.15,66.75,15.09,13700,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.9700000000000024,9.619999999999997,-8.010000000000002,1.1933333333333327,154,Mixed/Other,41.86,-87.66,41.855000000000004,-87.665,41.856,-87.664
41.921,-87.715,23.82,22.11,27.39,26.67,43.42,56.58,18.04,71.89,10.07,18070,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,0.1100000000000029,11.560000000000002,-8.120000000000001,1.183333333333335,155,Mixed/Other,41.92,-87.72,41.92,-87.715,41.92,-87.71600000000001
41.958,-87.667,20.03,26.16,33.17,20.64,40.19,59.81,26.99,60.39,12.62,38584,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-5.919999999999998,8.329999999999998,0.8299999999999982,1.0799999999999994,156,Mixed/Other,41.96,-87.67,41.96,-87.665,41.96,-87.668
41.851,-87.635,13.06,28.97,31.5,26.46,41.02,58.98,20.3,66.59,13.1,283600,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.0999999999999978,9.160000000000004,-5.86,1.0666666666666689,157,Mixed/Other,41.85,-87.64,41.85,-87.635,41.852000000000004,-87.636
41.801,-87.585,23.11,26.8,33.19,16.89,28.89,71.11,41.95,40.19,17.87,107134,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-9.669999999999998,-2.969999999999999,15.790000000000004,1.0500000000000018,158,Mixed/Other,41.8,-87.58,41.800000000000004,-87.58500000000001,41.800000000000004,-87.584
41.929,-87.712,18.38,22.12,30.08,29.42,39.59,60.41,18.18,71.78,10.04,117109,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,2.860000000000003,7.730000000000004,-7.98,0.8700000000000022,159,Leans Commuter Zone,41.93,-87.71,41.93,-87.71000000000001,41.928000000000004,-87.712
41.869,-87.664,28.27,21.92,26.7,23.11,36.18,63.82,27.79,57.39,14.82,61480,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-3.4499999999999997,4.32,1.629999999999999,0.8333333333333333,160,Leans Commuter Zone,41.87,-87.66,41.87,-87.665,41.868,-87.664
41.909,-87.631,28.04,26.06,32.43,13.47,34.84,65.16,38.36,51.37,10.27,106632,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-13.089999999999998,2.980000000000004,12.2,0.6966666666666684,161,Mixed/Other,41.91,-87.63,41.910000000000004,-87.63,41.908,-87.632
41.898,-87.621,26.96,28.01,28.22,16.81,34.1,65.9,35.72,45.17,19.12,528911,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-9.75,2.240000000000002,9.559999999999999,0.6833333333333335,162,Mixed/Other,41.9,-87.62,41.9,-87.62,41.896,-87.62
41.9,-87.67,21.63,21.02,30.9,26.45,38.6,61.4,21.53,69.1,9.37,159561,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.1099999999999994,6.740000000000002,-4.629999999999999,0.6666666666666679,163,Leans Commuter Zone,41.9,-87.67,41.9,-87.67,41.9,-87.672
41.958,-87.653,25.76,26.36,25.77,22.11,35.82,64.18,28.65,59.46,11.89,213545,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-4.449999999999999,3.960000000000001,2.4899999999999984,0.6666666666666666,164,Leans Commuter Zone,41.96,-87.65,41.96,-87.655,41.96,-87.652
41.958,-87.684,17.54,22.89,31.83,27.75,36.95,63.05,21.79,64.7,13.51,82250,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.1900000000000013,5.090000000000003,-4.370000000000001,0.6366666666666679,165,Leans Commuter Zone,41.96,-87.68,41.96,-87.685,41.96,-87.684
41.923,-87.699,26.6,22.71,16.02,34.66,30.24,69.76,21.41,59.98,18.61,855739,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,8.099999999999998,-1.620000000000001,-4.75,0.5766666666666656,166,Leans Commuter Zone,41.92,-87.7,41.925000000000004,-87.7,41.924,-87.7
41.938,-87.639,23.82,23.49,30.57,22.12,39.26,60.74,24.9,63.52,11.58,217504,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-4.439999999999998,7.399999999999999,-1.2600000000000016,0.5666666666666664,167,Leans Commuter Zone,41.94,-87.64,41.94,-87.64,41.936,-87.64
41.943,-87.718,19.88,24.03,26.32,29.78,38.01,61.99,18.48,68.85,12.68,123099,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,3.2200000000000024,6.1499999999999995,-7.68,0.5633333333333338,168,Leans Commuter Zone,41.94,-87.72,41.945,-87.72,41.944,-87.72
41.943,-87.643,23.64,23.11,31.19,22.07,39.04,60.96,24.95,63.19,11.86,111224,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-4.489999999999998,7.18,-1.2100000000000009,0.4933333333333334,169,Leans Commuter Zone,41.94,-87.64,41.945,-87.645,41.944,-87.644
41.847,-87.664,17.04,29.39,25.59,27.99,39.19,60.81,18.84,65.31,15.85,88150,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.4299999999999995,7.329999999999998,-7.32,0.4799999999999992,170,Leans Commuter Zone,41.85,-87.66,41.845,-87.665,41.848,-87.664
41.983,-87.682,20.43,24.57,31.49,23.51,38.86,61.14,23.38,56.32,20.3,45036,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-3.0499999999999967,7.0,-2.7800000000000007,0.3900000000000005,171,Leans Commuter Zone,41.98,-87.68,41.985,-87.68,41.984,-87.68
42.01,-87.67,30.87,22.65,15.67,30.81,28.97,71.03,25.91,49.39,24.7,470818,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.25,-2.890000000000001,-0.25,0.3699999999999998,172,Leans Commuter Zone,42.01,-87.67,42.01,-87.67,42.008,-87.672
