pickup_lat_grid,pickup_lon_grid,pct_morning_cell,pct_afternoon_cell,pct_evening_cell,pct_late_night_cell,pct_weekend_cell,pct_weekday_cell,pct_short_cell,pct_medium_cell,pct_long_cell,total_trips,pct_morning_city,pct_afternoon_city,pct_evening_city,pct_late_night_city,pct_weekend_city,pct_weekday_city,pct_short_city,pct_medium_city,pct_long_city,late_night_dev,weekend_dev,short_dev,night_life_score,night_rank,signature,cluster_lat,cluster_lon,cluster_lat_500m,cluster_lon_500m,cluster_lat_400m,cluster_lon_400m
42.008,-87.814,25.11,24.11,19.09,31.69,34.5,65.5,19.48,57.31,23.2,65544,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.130000000000003,2.640000000000001,-6.68,0.3633333333333344,173,Leans Commuter Zone,42.01,-87.81,42.01,-87.815,42.008,-87.812
41.872,-87.654,24.99,26.98,29.57,18.46,32.94,67.06,34.18,53.54,12.28,99088,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-8.099999999999998,1.0799999999999983,8.02,0.3333333333333333,174,Mixed/Other,41.87,-87.65,41.87,-87.655,41.872,-87.656
41.979,-87.797,24.93,23.95,19.68,31.44,39.68,60.32,14.45,58.72,26.83,11183,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.880000000000003,7.82,-11.71,0.3300000000000006,175,Leans Commuter Zone,41.98,-87.8,41.980000000000004,-87.795,41.980000000000004,-87.796
41.973,-87.657,22.21,25.79,25.46,26.54,36.26,63.74,22.69,59.1,18.21,119636,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.0199999999999995,4.3999999999999995,-3.469999999999999,0.3033333333333334,176,Leans Commuter Zone,41.97,-87.66,41.975,-87.655,41.972,-87.656
41.783,-87.594,17.88,23.35,41.11,17.66,26.32,73.68,41.47,27.95,30.57,61773,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-8.899999999999999,-5.539999999999999,15.31,0.2900000000000003,177,Mixed/Other,41.78,-87.59,41.785000000000004,-87.595,41.784,-87.592
41.966,-87.656,30.04,22.02,13.79,34.15,28.31,71.69,22.76,53.21,24.03,430256,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,7.59,-3.5500000000000007,-3.3999999999999986,0.2133333333333335,178,Leans Commuter Zone,41.97,-87.66,41.965,-87.655,41.968,-87.656
41.85,-87.668,25.33,21.92,16.85,35.91,32.54,67.46,16.76,58.94,24.29,401617,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,9.349999999999998,0.6799999999999997,-9.399999999999999,0.2099999999999996,179,Leans Commuter Zone,41.85,-87.67,41.85,-87.67,41.848,-87.668
41.87,-87.659,28.64,24.83,27.84,18.7,36.06,63.94,30.03,56.58,13.39,23431,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.8599999999999985,4.200000000000003,3.870000000000001,0.0700000000000014,180,Leans Commuter Zone,41.87,-87.66,41.87,-87.66,41.872,-87.66
41.907,-87.681,21.2,16.88,37.83,24.1,43.09,56.91,17.47,73.85,8.67,29439,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-2.4599999999999973,11.230000000000004,-8.690000000000001,0.0266666666666684,181,Mixed/Other,41.91,-87.68,41.905,-87.68,41.908,-87.68
41.901,-87.676,25.3,22.05,15.71,36.95,29.88,70.12,17.78,59.13,23.08,971073,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,10.390000000000004,-1.9800000000000004,-8.379999999999999,0.0100000000000015,182,Mixed/Other,41.9,-87.68,41.9,-87.675,41.9,-87.676
41.802,-87.594,36.62,14.22,33.59,15.57,30.38,69.62,38.61,34.51,26.88,13224,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-10.989999999999998,-1.4800000000000004,12.45,-0.0066666666666665,183,Mixed/Other,41.8,-87.59,41.800000000000004,-87.595,41.800000000000004,-87.592
41.936,-87.676,19.97,20.77,41.15,18.11,41.61,58.39,24.37,63.45,12.17,23735,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-8.45,9.75,-1.7899999999999991,-0.1633333333333328,184,Mixed/Other,41.94,-87.68,41.935,-87.675,41.936,-87.676
41.695,-87.713,23.35,26.61,18.81,31.24,35.23,64.77,17.6,50.66,31.74,84739,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.68,3.369999999999997,-8.559999999999999,-0.1700000000000005,185,Leans Commuter Zone,41.7,-87.71,41.695,-87.715,41.696,-87.712
41.842,-87.634,24.05,22.67,21.03,32.25,31.66,68.34,20.14,49.32,30.54,142102,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.69,-0.1999999999999992,-6.02,-0.1766666666666658,186,Leans Commuter Zone,41.84,-87.63,41.84,-87.635,41.84,-87.632
41.9,-87.633,19.37,19.21,16.56,44.87,32.01,67.99,7.1,46.01,46.9,1259877,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,18.31,0.1499999999999985,-19.06,-0.2000000000000016,187,Mixed/Other,41.9,-87.63,41.9,-87.635,41.9,-87.632
41.929,-87.685,15.65,26.99,31.0,26.35,34.25,65.75,23.32,68.36,8.32,155855,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.2099999999999973,2.390000000000001,-2.84,-0.2199999999999988,188,Leans Commuter Zone,41.93,-87.68,41.93,-87.685,41.928000000000004,-87.684
41.99,-87.783,26.66,20.58,22.47,30.28,39.44,60.56,14.2,57.96,27.84,14880,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,3.7200000000000015,7.579999999999998,-11.96,-0.22,189,Leans Commuter Zone,41.99,-87.78,41.99,-87.785,41.992,-87.784
41.797,-87.582,32.54,22.58,29.78,15.1,30.54,69.46,38.22,31.81,29.97,69850,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-11.46,-1.3200000000000005,12.06,-0.2400000000000002,190,Mixed/Other,41.8,-87.58,41.795,-87.58,41.796,-87.58
41.98,-87.694,33.63,23.22,18.87,24.28,37.93,62.07,21.46,56.06,22.49,57866,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-2.2799999999999976,6.07,-4.699999999999999,-0.3033333333333321,191,Leans Commuter Zone,41.98,-87.69,41.980000000000004,-87.69500000000001,41.980000000000004,-87.696
41.929,-87.674,17.52,28.57,34.42,19.5,38.38,61.62,25.7,64.79,9.51,104162,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.06,6.520000000000003,-0.4600000000000008,-0.3333333333333321,192,Leans Commuter Zone,41.93,-87.67,41.93,-87.675,41.928000000000004,-87.672
41.919,-87.671,17.94,24.91,37.85,19.29,36.21,63.79,28.05,64.57,7.38,168285,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.27,4.350000000000001,1.8900000000000008,-0.3433333333333325,193,Leans Commuter Zone,41.92,-87.67,41.92,-87.67,41.92,-87.672
41.879,-87.643,27.09,30.84,26.74,15.32,27.31,72.69,40.8,43.0,16.2,904597,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-11.239999999999998,-4.550000000000001,14.639999999999995,-0.383333333333334,194,Mixed/Other,41.88,-87.64,41.88,-87.645,41.88,-87.644
41.996,-87.656,24.03,29.29,25.98,20.7,37.8,62.2,24.52,48.22,27.26,20550,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-5.86,5.939999999999998,-1.6400000000000006,-0.5200000000000007,195,Leans Commuter Zone,42.0,-87.66,41.995,-87.655,41.996,-87.656
41.987,-87.672,22.17,25.45,32.23,20.14,38.91,61.09,23.81,54.86,21.33,36586,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-6.419999999999998,7.049999999999997,-2.3500000000000014,-0.5733333333333341,196,Leans Commuter Zone,41.99,-87.67,41.985,-87.67,41.988,-87.672
41.939,-87.711,27.57,22.88,16.2,33.36,29.05,70.95,20.36,62.21,17.43,352273,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,6.800000000000001,-2.8099999999999987,-5.800000000000001,-0.6033333333333329,197,Leans Commuter Zone,41.94,-87.71,41.94,-87.71000000000001,41.94,-87.712
41.943,-87.731,26.87,22.05,23.08,27.99,38.99,61.01,15.56,65.77,18.67,30329,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.4299999999999995,7.130000000000003,-10.6,-0.679999999999999,198,Leans Commuter Zone,41.94,-87.73,41.945,-87.73,41.944,-87.732
41.935,-87.771,32.08,24.96,13.93,29.03,37.9,62.1,15.59,50.92,33.49,19136,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,2.4700000000000024,6.039999999999999,-10.57,-0.6866666666666662,199,Leans Commuter Zone,41.94,-87.77,41.935,-87.77,41.936,-87.772
41.809,-87.632,25.45,26.3,19.73,28.51,29.3,70.7,24.04,56.65,19.31,63431,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.9500000000000028,-2.5599999999999987,-2.120000000000001,-0.9099999999999988,200,Leans Commuter Zone,41.81,-87.63,41.81,-87.63,41.808,-87.632
41.907,-87.665,26.11,20.7,32.07,21.12,37.99,62.01,22.68,67.76,9.56,130890,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-5.439999999999998,6.130000000000003,-3.4800000000000004,-0.9299999999999984,201,Leans Commuter Zone,41.91,-87.66,41.905,-87.665,41.908,-87.664
42.0,-87.663,21.3,28.17,27.67,22.86,36.07,63.93,22.79,45.05,32.16,53616,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-3.6999999999999993,4.210000000000001,-3.370000000000001,-0.9533333333333333,202,Leans Commuter Zone,42.0,-87.66,42.0,-87.665,42.0,-87.664
41.783,-87.604,17.87,23.69,43.0,15.43,27.75,72.25,38.45,33.6,27.94,32964,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-11.13,-4.11,12.290000000000004,-0.983333333333332,203,Mixed/Other,41.78,-87.6,41.785000000000004,-87.605,41.784,-87.604
41.935,-87.64,25.56,25.48,29.92,19.04,36.79,63.21,25.55,63.84,10.61,151765,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.52,4.93,-0.6099999999999994,-1.0666666666666664,204,Leans Commuter Zone,41.94,-87.64,41.935,-87.64,41.936,-87.64
41.987,-87.663,30.17,24.25,16.77,28.8,29.13,70.87,23.09,51.06,25.86,521589,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,2.240000000000002,-2.7300000000000004,-3.0700000000000003,-1.1866666666666663,205,Leans Commuter Zone,41.99,-87.66,41.985,-87.665,41.988,-87.664
41.994,-87.679,25.54,33.89,20.63,19.95,26.54,73.46,34.39,42.23,23.38,33072,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-6.61,-5.32,8.23,-1.2333333333333332,206,Mixed/Other,41.99,-87.68,41.995,-87.68,41.992,-87.68
42.016,-87.673,24.24,35.85,27.94,11.97,28.45,71.55,40.4,40.37,19.22,49184,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-14.589999999999998,-3.41,14.239999999999998,-1.253333333333334,207,Mixed/Other,42.02,-87.67,42.015,-87.675,42.016,-87.672
41.779,-87.595,29.53,24.78,17.75,27.94,29.38,70.62,23.01,47.27,29.72,360279,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.3800000000000026,-2.4800000000000004,-3.1499999999999986,-1.4166666666666654,208,Leans Commuter Zone,41.78,-87.6,41.78,-87.595,41.78,-87.596
41.86,-87.717,29.05,24.91,18.14,27.91,28.63,71.37,23.76,53.73,22.51,491202,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.3500000000000014,-3.2300000000000004,-2.3999999999999986,-1.426666666666666,209,Leans Commuter Zone,41.86,-87.72,41.86,-87.715,41.86,-87.71600000000001
41.953,-87.646,26.4,25.65,29.82,18.14,37.65,62.35,24.49,63.81,11.7,145669,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-8.419999999999998,5.789999999999999,-1.6700000000000017,-1.4333333333333336,210,Leans Commuter Zone,41.95,-87.65,41.955,-87.645,41.952,-87.648
42.002,-87.695,32.73,24.89,17.36,25.01,28.56,71.44,26.64,51.11,22.26,496497,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-1.5499999999999972,-3.3000000000000007,0.4800000000000004,-1.456666666666666,211,Leans Commuter Zone,42.0,-87.7,42.0,-87.69500000000001,42.0,-87.696
41.842,-87.656,34.82,18.29,22.04,24.85,37.86,62.14,17.44,67.16,15.4,8343,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-1.7099999999999973,6.0,-8.72,-1.4766666666666657,212,Leans Commuter Zone,41.84,-87.66,41.84,-87.655,41.84,-87.656
41.943,-87.701,18.04,26.01,29.28,26.67,35.44,64.56,17.48,71.92,10.6,81221,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,0.1100000000000029,3.5799999999999983,-8.68,-1.6633333333333329,213,Leans Commuter Zone,41.94,-87.7,41.945,-87.7,41.944,-87.7
41.763,-87.616,27.34,23.96,18.08,30.61,29.32,70.68,19.61,52.85,27.54,436859,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,4.050000000000001,-2.539999999999999,-6.550000000000001,-1.6799999999999995,214,Leans Commuter Zone,41.76,-87.62,41.765,-87.615,41.764,-87.616
41.968,-87.722,30.93,24.02,17.11,27.94,29.94,70.06,21.6,56.41,22.0,363808,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.3800000000000026,-1.9199999999999984,-4.56,-1.6999999999999982,215,Leans Commuter Zone,41.97,-87.72,41.97,-87.72,41.968,-87.72
41.948,-87.684,28.04,24.96,17.85,29.15,29.47,70.53,20.8,59.67,19.53,371255,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,2.59,-2.390000000000001,-5.36,-1.72,216,Leans Commuter Zone,41.95,-87.68,41.95,-87.685,41.948,-87.684
41.967,-87.711,27.5,23.74,24.21,24.55,36.09,63.91,18.75,61.09,20.16,18363,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-2.009999999999998,4.230000000000004,-7.41,-1.729999999999998,217,Leans Commuter Zone,41.97,-87.71,41.965,-87.71000000000001,41.968,-87.712
41.809,-87.596,29.83,24.99,18.68,26.5,29.17,70.83,23.59,46.44,29.97,212784,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.0599999999999987,-2.6899999999999977,-2.5700000000000003,-1.7733333333333323,218,Commuter Zone,41.81,-87.6,41.81,-87.595,41.808,-87.596
41.744,-87.586,28.14,23.87,18.53,29.45,29.44,70.56,20.25,50.26,29.49,81914,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,2.890000000000001,-2.4199999999999986,-5.91,-1.8133333333333328,219,Leans Commuter Zone,41.74,-87.59,41.745,-87.58500000000001,41.744,-87.584
41.827,-87.649,21.43,24.72,21.47,32.38,39.09,60.91,7.65,66.55,25.8,42872,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.820000000000004,7.230000000000004,-18.51,-1.8199999999999967,220,Leans Commuter Zone,41.83,-87.65,41.825,-87.65,41.828,-87.648
41.868,-87.643,20.93,33.55,28.09,17.43,26.53,73.47,35.14,46.63,18.23,396965,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-9.13,-5.329999999999998,8.98,-1.8266666666666656,221,Mixed/Other,41.87,-87.64,41.87,-87.645,41.868,-87.644
41.861,-87.631,26.55,28.19,26.51,18.75,32.79,67.21,27.45,56.6,15.96,67360,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.809999999999999,0.9299999999999996,1.2899999999999991,-1.8633333333333333,222,Leans Commuter Zone,41.86,-87.63,41.86,-87.63,41.86,-87.632
41.912,-87.699,25.45,23.64,33.35,17.56,40.18,59.82,21.12,68.87,10.01,10919,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-9.0,8.32,-5.039999999999999,-1.9066666666666665,223,Mixed/Other,41.91,-87.7,41.910000000000004,-87.7,41.912,-87.7
41.927,-87.766,30.96,25.41,17.59,26.04,29.62,70.38,23.08,56.92,20.0,547719,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.5199999999999995,-2.2399999999999984,-3.0800000000000014,-1.9466666666666663,224,Commuter Zone,41.93,-87.77,41.925000000000004,-87.765,41.928000000000004,-87.768
41.916,-87.704,21.96,20.0,38.7,19.34,39.83,60.17,19.45,71.44,9.11,11851,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.22,7.97,-6.710000000000001,-1.986666666666667,225,Leans Commuter Zone,41.92,-87.7,41.915,-87.705,41.916000000000004,-87.70400000000001
41.954,-87.723,28.93,23.99,17.67,29.41,29.45,70.55,19.33,60.19,20.48,486347,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,2.8500000000000014,-2.41,-6.830000000000002,-2.1300000000000003,226,Leans Commuter Zone,41.95,-87.72,41.955,-87.72500000000001,41.952,-87.724
41.95,-87.684,21.92,23.88,32.37,21.84,36.24,63.76,20.08,66.36,13.57,61380,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-4.719999999999999,4.380000000000003,-6.080000000000002,-2.1399999999999992,227,Leans Commuter Zone,41.95,-87.68,41.95,-87.685,41.952,-87.684
41.975,-87.688,29.78,25.14,17.0,28.08,28.44,71.56,21.63,58.7,19.67,349652,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.5199999999999996,-3.4199999999999986,-4.530000000000001,-2.1433333333333326,228,Leans Commuter Zone,41.98,-87.69,41.975,-87.69,41.976,-87.688
41.956,-87.701,29.54,22.17,24.5,23.78,39.33,60.67,14.9,70.37,14.73,21439,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-2.7799999999999976,7.47,-11.26,-2.1899999999999995,229,Leans Commuter Zone,41.96,-87.7,41.955,-87.7,41.956,-87.7
41.792,-87.618,29.11,24.23,18.26,28.4,29.31,70.69,20.23,52.14,27.63,205315,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.84,-2.5500000000000007,-5.93,-2.2133333333333334,230,Leans Commuter Zone,41.79,-87.62,41.79,-87.62,41.792,-87.616
41.762,-87.573,29.72,24.0,18.1,28.18,29.45,70.55,20.28,45.86,33.86,545614,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.620000000000001,-2.41,-5.879999999999999,-2.2233333333333327,231,Leans Commuter Zone,41.76,-87.57,41.76,-87.575,41.76,-87.572
41.791,-87.583,19.76,41.82,24.74,13.68,32.9,67.1,31.19,37.59,31.22,150222,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-12.88,1.0399999999999991,5.030000000000001,-2.27,232,Mixed/Other,41.79,-87.58,41.79,-87.58500000000001,41.792,-87.584
41.856,-87.649,22.56,27.76,27.12,22.56,37.12,62.88,18.09,66.0,15.91,37475,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-4.0,5.259999999999998,-8.07,-2.270000000000001,233,Leans Commuter Zone,41.86,-87.65,41.855000000000004,-87.65,41.856,-87.648
41.979,-87.658,25.7,28.63,28.49,17.18,34.03,65.97,26.53,54.15,19.32,48015,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-9.38,2.1700000000000017,0.370000000000001,-2.279999999999999,234,Leans Commuter Zone,41.98,-87.66,41.980000000000004,-87.66,41.980000000000004,-87.656
41.9,-87.721,29.79,24.21,17.78,28.22,29.53,70.47,19.92,62.1,17.98,477280,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.66,-2.3299999999999983,-6.239999999999998,-2.3033333333333323,235,Leans Commuter Zone,41.9,-87.72,41.9,-87.72,41.9,-87.72
41.97,-87.76,20.32,22.74,24.65,32.3,31.41,68.59,13.89,61.25,24.87,51436,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,5.739999999999998,-0.4499999999999992,-12.27,-2.3266666666666667,236,Leans Commuter Zone,41.97,-87.76,41.97,-87.76,41.968,-87.76
41.891,-87.756,29.43,24.37,17.67,28.53,28.85,71.15,20.2,57.61,22.19,920419,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.9700000000000024,-3.009999999999998,-5.960000000000001,-2.333333333333332,237,Leans Commuter Zone,41.89,-87.76,41.89,-87.755,41.892,-87.756
41.795,-87.696,31.44,25.56,17.83,25.17,29.42,70.58,22.67,54.23,23.1,208408,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-1.389999999999997,-2.4399999999999977,-3.4899999999999984,-2.4399999999999977,238,Commuter Zone,41.8,-87.7,41.795,-87.69500000000001,41.796,-87.696
41.879,-87.73,29.41,25.11,18.12,27.36,28.77,71.23,21.08,56.84,22.07,275764,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,0.8000000000000007,-3.09,-5.080000000000002,-2.456666666666667,239,Leans Commuter Zone,41.88,-87.73,41.88,-87.73,41.88,-87.72800000000001
41.921,-87.705,22.27,23.18,35.27,19.29,42.16,57.84,15.62,73.79,10.59,32185,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-7.27,10.299999999999995,-10.54,-2.5033333333333343,240,Mixed/Other,41.92,-87.7,41.92,-87.705,41.92,-87.70400000000001
41.857,-87.62,22.64,23.56,18.04,35.77,32.91,67.09,8.17,45.67,46.16,225851,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,9.210000000000003,1.0499999999999972,-17.990000000000002,-2.5766666666666667,241,Leans Commuter Zone,41.86,-87.62,41.855000000000004,-87.62,41.856,-87.62
41.836,-87.649,29.43,24.92,19.21,26.43,30.14,69.86,20.26,55.6,24.14,274703,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.129999999999999,-1.7199999999999989,-5.8999999999999995,-2.583333333333332,242,Commuter Zone,41.84,-87.65,41.835,-87.65,41.836,-87.648
41.965,-87.677,17.87,29.5,35.55,17.08,32.62,67.38,26.99,60.57,12.44,76718,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-9.48,0.759999999999998,0.8299999999999982,-2.630000000000001,243,Leans Commuter Zone,41.96,-87.68,41.965,-87.675,41.964,-87.676
41.985,-87.805,28.24,25.16,18.54,28.06,30.08,69.92,18.5,58.41,23.09,249120,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.5,-1.7800000000000011,-7.66,-2.646666666666667,244,Leans Commuter Zone,41.98,-87.8,41.985,-87.805,41.984,-87.804
41.892,-87.684,24.7,23.88,30.3,21.12,37.25,62.75,18.21,71.77,10.02,28596,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-5.439999999999998,5.390000000000001,-7.949999999999998,-2.6666666666666656,245,Leans Commuter Zone,41.89,-87.68,41.89,-87.685,41.892,-87.684
41.74,-87.616,26.73,24.67,19.34,29.25,28.68,71.32,18.59,53.76,27.65,398572,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,2.6900000000000013,-3.18,-7.57,-2.686666666666666,246,Leans Commuter Zone,41.74,-87.62,41.74,-87.615,41.74,-87.616
41.885,-87.684,23.81,27.82,21.95,26.42,29.43,70.57,20.64,67.02,12.34,89905,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.139999999999997,-2.43,-5.52,-2.696666666666665,247,Commuter Zone,41.88,-87.68,41.885,-87.685,41.884,-87.684
41.943,-87.641,26.64,25.16,31.57,16.63,38.57,61.43,21.19,65.95,12.86,125404,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-9.93,6.710000000000001,-4.969999999999999,-2.729999999999999,248,Leans Commuter Zone,41.94,-87.64,41.945,-87.64,41.944,-87.64
41.924,-87.735,31.68,25.09,17.42,25.81,29.44,70.56,21.12,62.46,16.42,169960,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.75,-2.4199999999999986,-5.039999999999999,-2.7366666666666655,249,Commuter Zone,41.92,-87.74,41.925000000000004,-87.735,41.924,-87.736
41.964,-87.652,27.64,29.15,26.64,16.57,34.76,65.24,25.01,61.04,13.95,89013,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-9.989999999999998,2.8999999999999986,-1.1499999999999986,-2.746666666666666,250,Leans Commuter Zone,41.96,-87.65,41.965,-87.65,41.964,-87.652
41.994,-87.665,27.08,27.03,26.29,19.59,34.52,65.48,22.0,48.5,29.49,90811,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-6.969999999999999,2.660000000000004,-4.16,-2.823333333333332,251,Leans Commuter Zone,41.99,-87.66,41.995,-87.665,41.992,-87.664
41.926,-87.722,30.09,23.54,26.31,20.06,37.94,62.06,17.73,69.22,13.05,16757,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-6.5,6.079999999999998,-8.43,-2.9500000000000006,252,Leans Commuter Zone,41.93,-87.72,41.925000000000004,-87.72,41.928000000000004,-87.72
41.907,-87.69,26.61,24.2,31.01,18.18,37.91,62.09,19.63,70.23,10.15,60271,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-8.379999999999999,6.049999999999997,-6.530000000000001,-2.9533333333333345,253,Leans Commuter Zone,41.91,-87.69,41.905,-87.69,41.908,-87.688
42.016,-87.7,29.97,31.42,17.14,21.47,26.91,73.09,27.18,47.05,25.77,33137,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-5.09,-4.949999999999999,1.0199999999999996,-3.0066666666666664,254,Leans Commuter Zone,42.02,-87.7,42.015,-87.7,42.016,-87.7
41.897,-87.699,24.59,21.9,32.71,20.8,37.97,62.03,16.78,73.12,10.11,11845,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-5.759999999999998,6.11,-9.38,-3.01,255,Leans Commuter Zone,41.9,-87.7,41.895,-87.7,41.896,-87.7
41.879,-87.706,29.84,25.29,18.4,26.47,28.63,71.37,20.25,57.4,22.34,333102,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-0.0899999999999998,-3.2300000000000004,-5.91,-3.0766666666666667,256,Commuter Zone,41.88,-87.71,41.88,-87.705,41.88,-87.70400000000001
41.777,-87.642,28.58,25.46,18.18,27.77,28.32,71.68,19.12,54.07,26.81,356356,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,1.2100000000000009,-3.539999999999999,-7.039999999999999,-3.1233333333333326,257,Leans Commuter Zone,41.78,-87.64,41.775,-87.64,41.776,-87.64
41.958,-87.692,19.9,22.86,36.15,21.09,35.88,64.12,18.11,67.66,14.23,24238,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-5.469999999999999,4.020000000000003,-8.05,-3.1666666666666656,258,Leans Commuter Zone,41.96,-87.69,41.96,-87.69,41.96,-87.69200000000001
41.793,-87.724,31.35,27.11,18.67,22.87,28.0,72.0,24.14,52.19,23.67,108620,24.03,25.2,24.22,26.56,31.86,68.14,26.16,48.78,25.05,-3.6899999999999977,-3.86,-2.02,-3.189999999999999,259,Commuter Zone,41.79,-87.72,41.795,-87.72500000000001,41.792,-87.724
